title,abstract,link,,authors,date,,,,,,
NeRF Analogies - Example-Based Visual Attribute Transfer for NeRFs,"A Neural Radiance Field (NeRF) encodes the specific relation of 3D geometry and appearance of a scene. We here ask the question whether we can transfer the appearance from a source NeRF onto a target 3D geometry in a semantically meaningful way, such that the resulting new NeRF retains the target geometry but has an appearance that is an analogy to the source NeRF. To this end, we generalize classic image analogies from 2D images to NeRFs. We leverage correspondence transfer along semantic affinity that is driven by semantic features from large, pre-trained 2D image models to achieve multi-view consistent appearance transfer. Our method allows exploring the mix-and-match product space of 3D geometry and appearance. We show that our method outperforms traditional stylization-based methods and that a large majority of users prefer our method over several typical baselines.",http://arxiv.org/abs/2402.08622v1,,"Michael Fischer (University College London) | Zhengqin Li (Facebook) | Thu Nguyen-Phuoc (Reality Labs Research, Meta) | Alja?? Bo??i?? (Facebook) | Zhao Dong (Meta RL Research) | Carl Marshall (Reality Labs Research) | Tobias Ritschel (University College London)",2024-02-13 17:47:42+00:00,,,,,,
AHIVE: Anatomy-aware Hierarchical Vision Encoding for Interactive Radiology Report Retrieval,,,,Sixing Yan (None) | William K. Cheung (Hong Kong Baptist University) | Ivor Tsang (A*STAR) | Wan Hang Keith Chiu (Queen Elizabeth Hospital) | Tong Terence (The Chinese University Of Hong Kong) | Ka Chun Cheung (NVIDIA) | Simon See (NVIDIA),,,,,,,
Diffusion-based Blind Text Image Super-Resolution,,,,Yuzhe Zhang (None) | Jiawei Zhang (Sensetime) | Hao Li (Beihang University) | Zhouxia Wang (Nanyang Technological University) | Luwei Hou (Beihang University) | Dongqing Zou (Sensetime Research) | Liheng Bian (Beijing Institute Of Technology),,,,,,,
PRS: Sharp Feature Prior for Resolution-Free Surface Remeshing,"Surface reconstruction with preservation of geometric features is a challenging computer vision task. Despite significant progress in implicit shape reconstruction, state-of-the-art mesh extraction methods often produce aliased, perceptually distorted surfaces and lack scalability to high-resolution 3D shapes. We present a data-driven approach for automatic feature detection and remeshing that requires only a coarse, aliased mesh as input and scales to arbitrary resolution reconstructions. We define and learn a collection of surface-based fields to (1) capture sharp geometric features in the shape with an implicit vertexwise model and (2) approximate improvements in normals alignment obtained by applying edge-flips with an edgewise model. To support scaling to arbitrary complexity shapes, we learn our fields using local triangulated patches, fusing estimates on complete surface meshes. Our feature remeshing algorithm integrates the learned fields as sharp feature priors and optimizes vertex placement and mesh connectivity for maximum expected surface improvement. On a challenging collection of high-resolution shape reconstructions in the ABC dataset, our algorithm improves over state-of-the-art by 26% normals F-score and 42% perceptual $\text{RMSE}_{\text{v}}$.",http://arxiv.org/abs/2311.18494v1,,Natalia Soboleva (Skolkovo Institute Of Science And Technology) | Olga Gorbunova (Skolkovo Institute Of Science And Technology) | Maria Ivanova (Skoltech) | Evgeny Burnaev (Skolkovo Institute Of Science And Technology) | Matthias Nie??ner (Technical University Of Munich) | Denis Zorin (New York University) | Alexey Artemov (Technische Universit??t M??nchen),2023-11-30 12:15:45+00:00,,,,,,
MoSAR: Monocular Semi-Supervised Model for Avatar Reconstruction using Differentiable Shading,"Reconstructing an avatar from a portrait image has many applications in multimedia, but remains a challenging research problem. Extracting reflectance maps and geometry from one image is ill-posed: recovering geometry is a one-to-many mapping problem and reflectance and light are difficult to disentangle. Accurate geometry and reflectance can be captured under the controlled conditions of a light stage, but it is costly to acquire large datasets in this fashion. Moreover, training solely with this type of data leads to poor generalization with in-the-wild images. This motivates the introduction of MoSAR, a method for 3D avatar generation from monocular images. We propose a semi-supervised training scheme that improves generalization by learning from both light stage and in-the-wild datasets. This is achieved using a novel differentiable shading formulation. We show that our approach effectively disentangles the intrinsic face parameters, producing relightable avatars. As a result, MoSAR estimates a richer set of skin reflectance maps, and generates more realistic avatars than existing state-of-the-art methods. We also introduce a new dataset, named FFHQ-UV-Intrinsics, the first public dataset providing intrinsic face attributes at scale (diffuse, specular, ambient occlusion and translucency maps) for a total of 10k subjects. The project website and the dataset are available on the following link: https://ubisoft-laforge.github.io/character/mosar/",http://arxiv.org/abs/2312.13091v2,,"Abdallah Dib (Ubisoft) | Luiz Gustavo Hafemann (Ubisoft La Forge) | Emeline Got (La Forge - Ubisoft ) | Trevor Anderson (Ubisoft) | Amin Fadaeinejad (None) | Rafael M. O. Cruz (??cole De Technologie Sup??rieure, Universit?? Du Qu??bec) | Marc-Andr?? Carbonneau (Ubisoft)",2023-12-20 15:12:53+00:00,,,,,,
UniHuman: A Unified Model For Editing Human Images in the Wild,"Human image editing includes tasks like changing a person's pose, their clothing, or editing the image according to a text prompt. However, prior work often tackles these tasks separately, overlooking the benefit of mutual reinforcement from learning them jointly. In this paper, we propose UniHuman, a unified model that addresses multiple facets of human image editing in real-world settings. To enhance the model's generation quality and generalization capacity, we leverage guidance from human visual encoders and introduce a lightweight pose-warping module that can exploit different pose representations, accommodating unseen textures and patterns. Furthermore, to bridge the disparity between existing human editing benchmarks with real-world data, we curated 400K high-quality human image-text pairs for training and collected 2K human images for out-of-domain testing, both encompassing diverse clothing styles, backgrounds, and age groups. Experiments on both in-domain and out-of-domain test sets demonstrate that UniHuman outperforms task-specific models by a significant margin. In user studies, UniHuman is preferred by the users in an average of 77% of cases.",http://arxiv.org/abs/2312.14985v1,,Nannan Li (Boston University) | Qing Liu (Adobe Systems) | Krishna Kumar Singh (Adobe Systems) | Yilin Wang (Adobe Systems) | Jianming Zhang (Adobe Systems) | Bryan A. Plummer (None) | Zhe Lin (Adobe Research),2023-12-22 05:00:30+00:00,,,,,,
Unsupervised Natural Light Uncalibrated Photometric Stereo with Spin Lights,,,,Zongrui Li (Nanyang Technological University) | Zhan Lu (Nanyang Technological University) | Haojie Yan (Zhejiang University) | Boxin Shi (Peking University) | Gang Pan (Zhejiang University) | Qian Zheng (Zhejiang University) | Xudong Jiang (Nanyang Technological University),,,,,,,
Plug-and-Play Diffusion Distillation,,,,Yi-Ting Hsiao (University Of Michigan - Ann Arbor) | Siavash Khodadadeh (Adobe Systems) | Kevin Duarte (Adobe Systems) | Wei-An Lin (Adobe Systems) | Hui Qu (Adobe) | Mingi Kwon (None) | Ratheesh Kalarot (Adobe Systems),,,,,,,
A&B BNN: Add&Bit-Operation-Only Hardware-Friendly Binary Neural Network,"Binary neural networks utilize 1-bit quantized weights and activations to reduce both the model's storage demands and computational burden. However, advanced binary architectures still incorporate millions of inefficient and nonhardware-friendly full-precision multiplication operations. A&B BNN is proposed to directly remove part of the multiplication operations in a traditional BNN and replace the rest with an equal number of bit operations, introducing the mask layer and the quantized RPReLU structure based on the normalizer-free network architecture. The mask layer can be removed during inference by leveraging the intrinsic characteristics of BNN with straightforward mathematical transformations to avoid the associated multiplication operations. The quantized RPReLU structure enables more efficient bit operations by constraining its slope to be integer powers of 2. Experimental results achieved 92.30%, 69.35%, and 66.89% on the CIFAR-10, CIFAR-100, and ImageNet datasets, respectively, which are competitive with the state-of-the-art. Ablation studies have verified the efficacy of the quantized RPReLU structure, leading to a 1.14% enhancement on the ImageNet compared to using a fixed slope RLeakyReLU. The proposed add&bit-operation-only BNN offers an innovative approach for hardware-friendly network architecture.",http://arxiv.org/abs/2403.03739v1,,Ruichen Ma (University Of Electronic Science And Technology Of China) | Guanchao Qiao (University Of Electronic Science And Technology Of China) | Yian Liu (University Of Electronic Science And Technology Of China) | Liwei Meng (University Of Electronic Science And Technology Of China) | Ning Ning (University Of Electronic Science And Technology Of China) | Yang Liu (University Of Electronic Science And Technology Of China) | Shaogang Hu (University Of Electronic Science And Technology Of China),2024-03-06 14:28:49+00:00,,,,,,
Efficient Dataset Distillation via Minimax Diffusion,"Dataset distillation reduces the storage and computational consumption of training a network by generating a small surrogate dataset that encapsulates rich information of the original large-scale one. However, previous distillation methods heavily rely on the sample-wise iterative optimization scheme. As the images-per-class (IPC) setting or image resolution grows larger, the necessary computation will demand overwhelming time and resources. In this work, we intend to incorporate generative diffusion techniques for computing the surrogate dataset. Observing that key factors for constructing an effective surrogate dataset are representativeness and diversity, we design additional minimax criteria in the generative training to enhance these facets for the generated images of diffusion models. We present a theoretical model of the process as hierarchical diffusion control demonstrating the flexibility of the diffusion process to target these criteria without jeopardizing the faithfulness of the sample to the desired distribution. The proposed method achieves state-of-the-art validation performance while demanding much less computational resources. Under the 100-IPC setting on ImageWoof, our method requires less than one-twentieth the distillation time of previous methods, yet yields even better performance. Source code available in https://github.com/vimar-gu/MinimaxDiffusion.",http://arxiv.org/abs/2311.15529v1,,"Jianyang Gu (Zhejiang University) | Saeed Vahidian (Duke University) | Vyacheslav Kungurtsev (Czech Technical Univeresity In Prague, Czech Technical University Of Prague) | Haonan Wang (National University Of Singaore, National University Of Singapore) | Wei Jiang (Zhejiang University) | Yang You (National University Of Singapore) | Yiran Chen (Duke University)",2023-11-27 04:22:48+00:00,,,,,,
MultiPly: Reconstruction of Multiple People from Monocular Video in the Wild,,,,Zeren Jiang (ETHZ - ETH Zurich) | Chen Guo (ETH Zurich) | Manuel Kaufmann (ETH Zurich) | Tianjian Jiang (None) | Julien Valentin (Microsoft) | Otmar Hilliges (None) | Jie Song (ETHZ - ETH Zurich),,,,,,,
The Audio-Visual Conversational Graph: From an Egocentric-Exocentric Perspective,"In recent years, the thriving development of research related to egocentric videos has provided a unique perspective for the study of conversational interactions, where both visual and audio signals play a crucial role. While most prior work focus on learning about behaviors that directly involve the camera wearer, we introduce the Ego-Exocentric Conversational Graph Prediction problem, marking the first attempt to infer exocentric conversational interactions from egocentric videos. We propose a unified multi-modal, multi-task framework -- Audio-Visual Conversational Attention (Av-CONV), for the joint prediction of conversation behaviors -- speaking and listening -- for both the camera wearer as well as all other social partners present in the egocentric video. Specifically, we customize the self-attention mechanism to model the representations across-time, across-subjects, and across-modalities. To validate our method, we conduct experiments on a challenging egocentric video dataset that includes first-person perspective, multi-speaker, and multi-conversation scenarios. Our results demonstrate the superior performance of our method compared to a series of baselines. We also present detailed ablation studies to assess the contribution of each component in our model. Project page: https://vjwq.github.io/AV-CONV/.",http://arxiv.org/abs/2312.12870v1,,Wenqi Jia (None) | Miao Liu (META AI) | Hao Jiang (Facebook) | Ishwarya Ananthabhotla (Meta Reality Labs Research) | James Rehg (None) | Vamsi Krishna Ithapu (Facebook Reality Labs) | Ruohan Gao (Stanford University),2023-12-20 09:34:22+00:00,,,,,,
Event Stream-based Visual Object Tracking: A High-Resolution Benchmark Dataset and A Novel Baseline,"Tracking using bio-inspired event cameras has drawn more and more attention in recent years. Existing works either utilize aligned RGB and event data for accurate tracking or directly learn an event-based tracker. The first category needs more cost for inference and the second one may be easily influenced by noisy events or sparse spatial resolution. In this paper, we propose a novel hierarchical knowledge distillation framework that can fully utilize multi-modal / multi-view information during training to facilitate knowledge transfer, enabling us to achieve high-speed and low-latency visual tracking during testing by using only event signals. Specifically, a teacher Transformer-based multi-modal tracking framework is first trained by feeding the RGB frame and event stream simultaneously. Then, we design a new hierarchical knowledge distillation strategy which includes pairwise similarity, feature representation, and response maps-based knowledge distillation to guide the learning of the student Transformer network. Moreover, since existing event-based tracking datasets are all low-resolution ($346 \times 260$), we propose the first large-scale high-resolution ($1280 \times 720$) dataset named EventVOT. It contains 1141 videos and covers a wide range of categories such as pedestrians, vehicles, UAVs, ping pongs, etc. Extensive experiments on both low-resolution (FE240hz, VisEvent, COESOT), and our newly proposed high-resolution EventVOT dataset fully validated the effectiveness of our proposed method. The dataset, evaluation toolkit, and source code are available on \url{https://github.com/Event-AHU/EventVOT_Benchmark}",http://arxiv.org/abs/2309.14611v1,,Xiao Wang (Anhui University) | Shiao Wang (None) | Chuanming Tang (University Of Chinese Academy Of Sciences) | Lin Zhu (Beijing Institute Of Technology) | Bo Jiang (Anhui University) | Yonghong Tian (Peking University) | Jin Tang (Anhui University),2023-09-26 01:42:26+00:00,,,,,,
MLP Can Be A Good Transformer Learner,,,,Sihao Lin (Royal Melbourne Institute Of Technology) | Pumeng Lyu (Shanghai AI Lab) | Dongrui Liu (None) | Tao Tang (SYSU) | Xiaodan Liang (Sun Yat-Sen University) | Andy Song (Royal Melbourne Institute Of Technology) | Xiaojun Chang (University Of Technology Sydney),,,,,,,
Benchmarking the Robustness of Document Layout Analysis Models,,,,Yufan Chen (None) | Jiaming Zhang (KIT) | Kunyu Peng (KIT) | Junwei Zheng (Karlsruhe Institute Of Technology) | Ruiping Liu (Karlsruher Institut F??r Technologie) | Philip H.S. Torr (University Of Oxford) | Rainer Stiefelhagen (Karlsruhe Institute Of Technology),,,,,,,
DiffusionLight: Light Probes for Free by Painting a Chrome Ball,"We present a simple yet effective technique to estimate lighting in a single input image. Current techniques rely heavily on HDR panorama datasets to train neural networks to regress an input with limited field-of-view to a full environment map. However, these approaches often struggle with real-world, uncontrolled settings due to the limited diversity and size of their datasets. To address this problem, we leverage diffusion models trained on billions of standard images to render a chrome ball into the input image. Despite its simplicity, this task remains challenging: the diffusion models often insert incorrect or inconsistent objects and cannot readily generate images in HDR format. Our research uncovers a surprising relationship between the appearance of chrome balls and the initial diffusion noise map, which we utilize to consistently generate high-quality chrome balls. We further fine-tune an LDR difusion model (Stable Diffusion XL) with LoRA, enabling it to perform exposure bracketing for HDR light estimation. Our method produces convincing light estimates across diverse settings and demonstrates superior generalization to in-the-wild scenarios.",http://arxiv.org/abs/2312.09168v2,,Pakkapon Phongthawee (Vidyasirimedhi Institute Of Science And Technology) | Worameth Chinchuthakun (Tokyo Institute Of Technology) | Nontaphat Sinsunthithet (Vidyasirimedhi Institute Of Science And Technology) | Varun Jampani (Google Research) | Amit Raj (Google ) | Pramook Khungurn (Cornell University) | Supasorn Suwajanakorn (Vidyasirimedhi Institute Of Science And Technology),2023-12-14 17:34:53+00:00,,,,,,
An Asymmetric Augmented Self-Supervised Learning Method for Unsupervised Fine-Grained Image Hashing,,,,"Feiran Hu (Nanjing University Of Science And Technology) | Chenlin Zhang (Moonshot AI, Ltd) | Jiangliang GUO (Www.Ainnovation.Com) | Xiu-Shen Wei (Nanjing University Of Science And Technology) | Lin Zhao (Nanjing University Of Science And Technology) | Anqi Xu (University Of Toronto) | Lingyan Gao (AInnovation Lab)",,,,,,,
Realigning Confidence with Temporal Saliency Information for Point-Level Weakly-Supervised Temporal Action Localization,,,,Ziying Xia (None) | Jian Cheng (University Of Electronic Science And Technology Of China) | Siyu Liu (None) | Yongxiang Hu (University Of Electronic Science And Technology Of China) | Shiguang Wang (None) | Zhang Yijie (University Of Electronic Science And Technology Of China) | Wanli Dang (University Of Electronic Science And Technology Of China),,,,,,,
Capturing Closely Interacted Two-Person Motions with Reaction Priors,,,,"Qi Fang (None) | Yinghui Fan (None) | Yanjun Li (None) | Junting Dong (None) | Dingwei Wu (NetEase,) | Weidong Zhang (Netease Games AI Lab) | Kang Chen (None)",,,,,,,
Revisiting Single Image Reflection Removal In the Wild,"This research focuses on the issue of single-image reflection removal (SIRR) in real-world conditions, examining it from two angles: the collection pipeline of real reflection pairs and the perception of real reflection locations. We devise an advanced reflection collection pipeline that is highly adaptable to a wide range of real-world reflection scenarios and incurs reduced costs in collecting large-scale aligned reflection pairs. In the process, we develop a large-scale, high-quality reflection dataset named Reflection Removal in the Wild (RRW). RRW contains over 14,950 high-resolution real-world reflection pairs, a dataset forty-five times larger than its predecessors. Regarding perception of reflection locations, we identify that numerous virtual reflection objects visible in reflection images are not present in the corresponding ground-truth images. This observation, drawn from the aligned pairs, leads us to conceive the Maximum Reflection Filter (MaxRF). The MaxRF could accurately and explicitly characterize reflection locations from pairs of images. Building upon this, we design a reflection location-aware cascaded framework, specifically tailored for SIRR. Powered by these innovative techniques, our solution achieves superior performance than current leading methods across multiple real-world benchmarks. Codes and datasets will be publicly available.",http://arxiv.org/abs/2311.17320v1,,"Yurui Zhu (University Of Science And Technology Of China) | Bo Li (Vivo Mobile Communication Co.,Ltd.) | Xueyang Fu (University Of Science And Technology Of China) | Peng-Tao Jiang (Vivo Mobile Communication (Hangzhou) Co., Ltd.) | Hao Zhang (Vivo Mobile Communication ???Hangzhou???Co., Ltd) | Qibin Sun (University Of Science And Technology Of China) | Zheng-Jun Zha (University Of Science And Technology Of China) | Jinwei Chen (Vivo Mobile Communication Co., Ltd.)",2023-11-29 02:31:10+00:00,,,,,,
ConCon-Chi: Concept-Context Chimera Benchmark for Personalized Vision-Language Tasks,,,,"Andrea Rosasco (Universit?? Degli Studi Di Genova, Istituto Italiano Di Tecnologia) | Stefano Berti (Universit?? Degli Studi Di Genova, Istituto Italiano Di Tecnologia) | Giulia Pasquale (Istituto Italiano Di Tecnologia) | Damiano Malafronte (Istituto Italiano Di Tecnologia) | Shogo Sato (Sony Interactive Entertainment) | Hiroyuki Segawa (Sony Interactive Entertainment) | Tetsugo Inada (Sony Interactive Entertainment) | Lorenzo Natale (Istituto Italiano Di Tecnologia)",,,,,,,
AlignMiF: Geometry-Aligned Multimodal Implicit Field for Enhanced LiDAR-Camera Joint Synthesis,"Neural implicit fields have been a de facto standard in novel view synthesis. Recently, there exist some methods exploring fusing multiple modalities within a single field, aiming to share implicit features from different modalities to enhance reconstruction performance. However, these modalities often exhibit misaligned behaviors: optimizing for one modality, such as LiDAR, can adversely affect another, like camera performance, and vice versa. In this work, we conduct comprehensive analyses on the multimodal implicit field of LiDAR-camera joint synthesis, revealing the underlying issue lies in the misalignment of different sensors. Furthermore, we introduce AlignMiF, a geometrically aligned multimodal implicit field with two proposed modules: Geometry-Aware Alignment (GAA) and Shared Geometry Initialization (SGI). These modules effectively align the coarse geometry across different modalities, significantly enhancing the fusion process between LiDAR and camera data. Through extensive experiments across various datasets and scenes, we demonstrate the effectiveness of our approach in facilitating better interaction between LiDAR and camera modalities within a unified neural field. Specifically, our proposed AlignMiF, achieves remarkable improvement over recent implicit fusion methods (+2.01 and +3.11 image PSNR on the KITTI-360 and Waymo datasets) and consistently surpasses single modality performance (13.8% and 14.2% reduction in LiDAR Chamfer Distance on the respective datasets).",http://arxiv.org/abs/2402.17483v1,,"Tao Tang (SYSU) | Guangrun Wang (University Of Oxford) | Yixing Lao (None) | Peng Chen (Alibaba Group) | Jie Liu (North China University Of Technology) | Liang Lin (SUN YAT-SEN UNIVERSITY, Tsinghua University) | Kaicheng Yu (Alibaba Group) | Xiaodan Liang (Sun Yat-Sen University)",2024-02-27 13:08:47+00:00,,,,,,
The Neglected Tails in Vision-Language Models,,,,Shubham Parashar (Texas A&M University - College Station) | Tian Liu (Texas A&M University - College Station) | Zhiqiu Lin (Carnegie Mellon University) | Xiangjue Dong (Texas A&Amp;M University - College Station) | Yanan Li (Zhejiang Lab) | James Caverlee (Texas A&M University) | Deva Ramanan (Carnegie Mellon University) | Shu Kong (None),,,,,,,
Seg2Reg: Differentiable 2D Segmentation to 1D Regression Rendering for 360 Room Layout Reconstruction,"State-of-the-art single-view 360-degree room layout reconstruction methods formulate the problem as a high-level 1D (per-column) regression task. On the other hand, traditional low-level 2D layout segmentation is simpler to learn and can represent occluded regions, but it requires complex post-processing for the targeting layout polygon and sacrifices accuracy. We present Seg2Reg to render 1D layout depth regression from the 2D segmentation map in a differentiable and occlusion-aware way, marrying the merits of both sides. Specifically, our model predicts floor-plan density for the input equirectangular 360-degree image. Formulating the 2D layout representation as a density field enables us to employ `flattened' volume rendering to form 1D layout depth regression. In addition, we propose a novel 3D warping augmentation on layout to improve generalization. Finally, we re-implement recent room layout reconstruction methods into our codebase for benchmarking and explore modern backbones and training techniques to serve as the strong baseline. Our model significantly outperforms previous arts. The code will be made available upon publication.",http://arxiv.org/abs/2311.18695v1,,Cheng Sun (NVIDIA) | Wei-En Tai (National Tsinghua University) | Yu-Lin Shih (National Tsinghua University) | Kuan-Wei Chen (National Tsinghua University) | Yong-Jing Syu (National Tsinghua University) | Kent Selwyn The (National Tsinghua University) | Yu-Chiang Frank Wang (NVIDIA) | Hwann-Tzong Chen (National Tsing Hua University),2023-11-30 16:42:24+00:00,,,,,,
Cross-view and Cross-pose Completion for 3D Human Understanding,,,,Matthieu Armando (Naver Labs Europe) | Salma Galaaoui (Naver Labs Europe) | Fabien Baradel (NAVER LABS Europe) | Thomas Lucas (Naver Labs Europe) | Vincent Leroy (Naver Labs Europe) | Romain BR??GIER (None) | Philippe Weinzaepfel (Naver Labs Europe) | Gr??gory Rogez (Naver Labs Europe),,,,,,,
NeRSP: Neural 3D Reconstruction for Reflective Objects with Sparse Polarized Images,,,,Yufei Han (None) | Heng Guo (Beijing University Of Posts And Telecommunications) | Koki Fukai (Osaka University) | Hiroaki Santo (Osaka University) | Boxin Shi (Peking University) | Fumio Okura (Osaka University) | Zhanyu Ma (Beijing University Of Post And Telecommunication) | Yunpeng Jia (Beijing University Of Posts And Telecommunications),,,,,,,
Generalizable Whole Slide Image Classification with Fine-Grained Visual-Semantic Interaction,"Whole Slide Image (WSI) classification is often formulated as a Multiple Instance Learning (MIL) problem. Recently, Vision-Language Models (VLMs) have demonstrated remarkable performance in WSI classification. However, existing methods leverage coarse-grained pathogenetic descriptions for visual representation supervision, which are insufficient to capture the complex visual appearance of pathogenetic images, hindering the generalizability of models on diverse downstream tasks. Additionally, processing high-resolution WSIs can be computationally expensive. In this paper, we propose a novel ""Fine-grained Visual-Semantic Interaction"" (FiVE) framework for WSI classification. It is designed to enhance the model's generalizability by leveraging the interplay between localized visual patterns and fine-grained pathological semantics. Specifically, with meticulously designed queries, we start by utilizing a large language model to extract fine-grained pathological descriptions from various non-standardized raw reports. The output descriptions are then reconstructed into fine-grained labels used for training. By introducing a Task-specific Fine-grained Semantics (TFS) module, we enable prompts to capture crucial visual information in WSIs, which enhances representation learning and augments generalization capabilities significantly. Furthermore, given that pathological visual patterns are redundantly distributed across tissue slices, we sample a subset of visual instances during training. Our method demonstrates robust generalizability and strong transferability, dominantly outperforming the counterparts on the TCGA Lung Cancer dataset with at least 9.19% higher accuracy in few-shot experiments.",http://arxiv.org/abs/2402.19326v1,,"Hao Li (Xiamen University) | Ying Chen (Xiamen University) | Yifei Chen (Huawei) | Rongshan Yu (National University Of Singapore) | Wenxian Yang (Aginome Scientific) | Liansheng Wang (Xiamen University, Tsinghua University) | Bowen Ding (Shanghai Jiao Tong University) | Yuchen Han (Shanghai Jiao Tong University)",2024-02-29 16:29:53+00:00,,,,,,
Towards Effective Usage of Human-Centric Priors in Diffusion Models for Text-based Human Image Generation,"Vanilla text-to-image diffusion models struggle with generating accurate human images, commonly resulting in imperfect anatomies such as unnatural postures or disproportionate limbs.Existing methods address this issue mostly by fine-tuning the model with extra images or adding additional controls -- human-centric priors such as pose or depth maps -- during the image generation phase. This paper explores the integration of these human-centric priors directly into the model fine-tuning stage, essentially eliminating the need for extra conditions at the inference stage. We realize this idea by proposing a human-centric alignment loss to strengthen human-related information from the textual prompts within the cross-attention maps. To ensure semantic detail richness and human structural accuracy during fine-tuning, we introduce scale-aware and step-wise constraints within the diffusion process, according to an in-depth analysis of the cross-attention layer. Extensive experiments show that our method largely improves over state-of-the-art text-to-image models to synthesize high-quality human images based on user-written prompts. Project page: \url{https://hcplayercvpr2024.github.io}.",http://arxiv.org/abs/2403.05239v1,,Junyan Wang (University Of New South Wales) | Zhenhong Sun (University Of New South Wales) | Stewart Tan (Alibaba DAMO Academy) | Xuanbai Chen (Carnegie Mellon University) | Weihua Chen (Alibaba Group) | Li (None) | Cheng Zhang (Carnegie Mellon University) | Yang Song (University Of New South Wales),2024-03-08 11:59:32+00:00,,,,,,
MP5: A Multi-modal Open-ended Embodied System in Minecraft via Active Perception,"It is a long-lasting goal to design an embodied system that can solve long-horizon open-world tasks in human-like ways. However, existing approaches usually struggle with compound difficulties caused by the logic-aware decomposition and context-aware execution of these tasks. To this end, we introduce MP5, an open-ended multimodal embodied system built upon the challenging Minecraft simulator, which can decompose feasible sub-objectives, design sophisticated situation-aware plans, and perform embodied action control, with frequent communication with a goal-conditioned active perception scheme. Specifically, MP5 is developed on top of recent advances in Multimodal Large Language Models (MLLMs), and the system is modulated into functional modules that can be scheduled and collaborated to ultimately solve pre-defined context- and process-dependent tasks. Extensive experiments prove that MP5 can achieve a 22% success rate on difficult process-dependent tasks and a 91% success rate on tasks that heavily depend on the context. Moreover, MP5 exhibits a remarkable ability to address many open-ended tasks that are entirely novel.",http://arxiv.org/abs/2312.07472v3,,Yiran Qin (The Chinese University Of Hong Kong(Shenzhen)) | Enshen Zhou (Shanghai AI Laboratory) | Qichang Liu (None) | Zhenfei Yin (University Of Sydney) | Lu Sheng (Beihang University) | Ruimao Zhang (The Chinese University Of Hong Kong (Shenzhen)) | Yu Qiao (Shanghai Aritifcal Intelligence Laboratory) | Jing Shao (Shanghai AI Laboratory),2023-12-12 17:55:45+00:00,,,,,,
Multi-View Attentive Contextualization for Multi-View 3D Object Detection,,,,Xianpeng Liu (North Carolina State University) | Ce Zheng (University Of Central Florida) | Ming Qian (None) | Nan Xue (Ant Group) | Chen Chen (None) | Zhebin Zhang (OPPO) | Chen Li (Innopeak Technology) | Tianfu Wu (None),,,,,,,
A Dynamic Kernel Prior Model for Unsupervised Blind Image Super-Resolution,,,,Zhixiong Yang (National University Of Defense Technology) | Jingyuan Xia (National University Of Defense Technology) | Shengxi Li (Beihang University) | Xinghua Huang (National University Of Defense Technology) | Shuanghui Zhang (National University Of Defense Technology) | Zhen Liu (National University Of Defense Technology) | Yaowen Fu (National University Of Defense Technology) | Yongxiang Liu (National University Of Defense Technology),,,,,,,
Point Cloud Pre-training with Diffusion Models,,,,Xiao Zheng (None) | Xiaoshui Huang (Shanghai AI Laboratory) | Guofeng Mei (Fondazione Bruno Kessler) | Zhaoyang Lyu (Shanghai AI Laboratory) | Yuenan Hou (Shanghai AI Laboratory) | Wanli Ouyang (University Of Sydney) | Bo Dai (Shanghai AI Laboratory) | Yongshun Gong (Shandong University),,,,,,,
Towards a Simultaneous and Granular Identity-Expression Control in Personalized Face Generation,"In human-centric content generation, the pre-trained text-to-image models struggle to produce user-wanted portrait images, which retain the identity of individuals while exhibiting diverse expressions. This paper introduces our efforts towards personalized face generation. To this end, we propose a novel multi-modal face generation framework, capable of simultaneous identity-expression control and more fine-grained expression synthesis. Our expression control is so sophisticated that it can be specialized by the fine-grained emotional vocabulary. We devise a novel diffusion model that can undertake the task of simultaneously face swapping and reenactment. Due to the entanglement of identity and expression, it's nontrivial to separately and precisely control them in one framework, thus has not been explored yet. To overcome this, we propose several innovative designs in the conditional diffusion model, including balancing identity and expression encoder, improved midpoint sampling, and explicitly background conditioning. Extensive experiments have demonstrated the controllability and scalability of the proposed framework, in comparison with state-of-the-art text-to-image, face swapping, and face reenactment methods.",http://arxiv.org/abs/2401.01207v1,,"Renshuai Liu (Xiamen University) | Bowen Ma (NetEase,) | Wei Zhang (None) | Zhipeng Hu (Leihuo Game, NetEase) | Changjie Fan (Netease, Fuxi AI Lab) | Tangjie Lv (NetEase,) | Yu Ding (Fuxi AI Lab In Netease) | Xuan Cheng (Xiamen University)",2024-01-02 13:28:39+00:00,,,,,,
